temperature,aqi,festival,current_patients,humidity,day_type,expected_patients_next_6hrs,er_load_category,staff_required,nurses_required,shift_alert,oxygen_level,oxygen_cylinders_needed,icu_bed_risk,icu_beds_to_prepare,ppe_need,ppe_kits_needed
30.03353965277479,380.4932711897019,1,70,72.3869044773362,0,47,2,7,10,Prepare backup staff,2,32,2,5,1,48
37.2738711506463,215.97497583011233,0,40,84.01840646939912,0,17,0,4,3,Normal staffing,0,13,1,4,1,25
24.392823207483914,351.7149278462597,0,89,50.38146808961312,0,36,1,5,9,Add 1 extra doctor shift,1,16,1,2,1,47
31.313157645099455,345.5922894872746,0,105,38.10981495088087,1,44,2,8,11,Prepare backup staff,2,31,2,6,0,26
33.033120514964935,161.68516563513947,1,31,50.40823233046268,1,19,0,3,3,Normal staffing,1,19,1,3,2,46
21.02190907983995,340.12041595273706,1,102,70.64134724950007,1,48,2,7,9,Prepare backup staff,2,27,0,2,1,33
33.36598674183165,62.952672150422416,0,95,20.63379131062597,1,38,1,4,6,Add 1 extra doctor shift,1,23,2,6,2,53
23.751530721120414,258.69445746871855,0,52,61.2617792639288,0,24,1,6,6,Add 1 extra doctor shift,1,20,1,5,2,54
21.43113504567615,130.50309305069607,0,76,62.930417942116534,1,38,1,4,9,Add 1 extra doctor shift,1,15,2,6,2,47
40.87548181957333,92.19841002204758,1,63,64.63817728271549,1,27,1,4,9,Add 1 extra doctor shift,2,29,1,4,0,34
41.243904727640306,76.93362057022321,0,19,36.941545598661406,1,7,0,4,5,Normal staffing,1,21,1,3,2,34
37.78474165856214,293.7010715573489,0,51,69.98369063646888,0,31,1,4,8,Add 1 extra doctor shift,2,28,1,3,0,38
26.701502921814154,168.95623731882316,1,73,26.39740404322435,1,33,1,6,7,Add 1 extra doctor shift,1,22,1,3,1,27
22.148786508140446,303.6683700350665,1,30,33.94892355267606,1,24,1,4,9,Add 1 extra doctor shift,2,34,1,5,0,16
35.05312658326745,72.87471927962983,1,89,81.42290326581374,0,42,2,8,9,Prepare backup staff,0,9,0,3,1,42
29.68335486227123,160.3516182407136,0,85,71.71062055085964,1,38,1,6,6,Add 1 extra doctor shift,1,23,2,6,1,23
22.684841166585134,238.82195233136804,1,75,20.96218878079417,1,33,1,6,7,Add 1 extra doctor shift,2,33,2,3,1,37
30.893892022447943,326.7531076936372,1,50,37.386338225886014,0,37,1,5,6,Add 1 extra doctor shift,1,23,1,2,1,24
20.756547464534805,161.5633760262245,0,33,35.00845380952152,1,28,1,4,7,Add 1 extra doctor shift,2,25,2,4,1,35
40.00504884573321,269.0619817529532,1,44,38.956442962588085,1,27,1,5,8,Add 1 extra doctor shift,2,26,2,6,1,33
25.69315959520037,360.0922118826655,0,65,37.32918391959205,1,29,1,4,9,Add 1 extra doctor shift,2,27,1,2,1,46
34.5754902557876,265.5521158638066,0,39,24.3768407019992,0,22,1,4,7,Add 1 extra doctor shift,2,28,1,2,2,56
26.85764367396704,131.5358161637718,1,66,52.12583616177742,1,37,1,4,6,Add 1 extra doctor shift,1,24,2,6,2,48
31.44149646591184,58.540273544788306,1,103,71.29134323503156,1,42,2,7,10,Prepare backup staff,2,33,0,3,0,23
32.02762614555215,354.53460586532543,1,56,62.47122073022055,0,33,1,4,8,Add 1 extra doctor shift,2,34,2,6,2,38
24.066798021561596,57.444293797635495,1,44,67.10101680186558,0,23,1,5,6,Add 1 extra doctor shift,1,20,1,5,0,15
41.33086181082029,356.1455854394698,1,28,25.680442497536742,1,29,1,6,8,Add 1 extra doctor shift,2,25,2,5,1,36
37.05292211394452,235.1279969095242,1,17,86.60434971237511,1,19,0,2,5,Normal staffing,1,23,0,2,2,48
40.66897671441216,378.67369447951364,0,35,78.69442836901175,1,27,1,4,7,Add 1 extra doctor shift,2,30,1,3,1,31
39.68620170940827,329.5741325207829,0,113,76.35632229469638,1,51,2,8,11,Prepare backup staff,0,8,0,2,2,33
33.15379953384387,399.27693868666813,1,80,77.60886635292373,0,46,2,8,9,Prepare backup staff,0,8,0,3,1,35
40.28123317050857,172.74913540809854,0,39,85.2897355692933,1,16,0,2,5,Normal staffing,1,17,0,1,1,44
21.94683504514223,318.5159011258944,1,16,58.09777762795884,0,21,1,6,8,Add 1 extra doctor shift,1,21,1,4,0,20
24.311622973221194,190.67581976323476,0,76,34.019741250733816,0,40,1,5,7,Add 1 extra doctor shift,1,17,2,6,0,31
20.995000356031838,217.9564671063681,0,74,63.17485254967788,1,37,1,5,8,Add 1 extra doctor shift,2,26,2,5,1,23
27.157267276791814,269.6269121264295,0,45,72.00170455675573,1,22,1,4,9,Add 1 extra doctor shift,1,24,2,3,1,36
28.550900373168602,355.78698996521854,1,34,71.65421753478178,0,24,1,5,7,Add 1 extra doctor shift,2,32,1,2,1,27
25.96967869902571,394.4292142197533,0,46,56.50143169168161,0,37,1,5,7,Add 1 extra doctor shift,1,18,1,5,2,43
38.232225201342445,318.89569485258136,1,10,24.792110353350463,1,13,0,2,3,Normal staffing,0,12,1,3,2,56
27.848573187258964,196.21837375856683,0,24,45.97790569010895,0,19,0,4,3,Normal staffing,0,5,0,1,2,31
26.18055921312238,197.47495079697455,0,46,84.45366259243501,1,25,1,4,6,Add 1 extra doctor shift,2,29,1,2,2,40
31.939313829481467,308.15380555611205,0,22,60.91142368301982,1,14,0,3,3,Normal staffing,0,13,1,2,2,40
23.100332949444777,133.57200101890584,0,113,57.68323602789994,0,41,2,6,12,Prepare backup staff,0,5,2,6,1,43
37.64833357658887,88.66593959598814,0,17,38.81974600675355,0,10,0,2,4,Normal staffing,1,18,1,2,0,31
21.64011416095496,174.1177551742718,1,14,45.79142439416052,1,13,0,3,5,Normal staffing,1,20,1,3,1,43
41.71151260521138,150.5336470789286,1,69,82.67422624072185,0,43,2,7,9,Prepare backup staff,2,34,2,6,2,35
36.98938492452646,153.7078421595965,0,82,66.6524133268785,1,32,1,4,6,Add 1 extra doctor shift,1,22,1,3,2,50
24.371744993751793,131.76271286746848,0,10,75.11709187266331,1,18,0,3,3,Normal staffing,0,7,1,2,0,30
20.121486576719253,64.73261637272665,0,45,51.80417961473586,1,21,1,5,8,Add 1 extra doctor shift,2,29,1,2,0,23
37.94015142600635,56.25587715669484,0,44,64.11730536193105,0,20,0,3,3,Normal staffing,1,21,1,3,1,49
35.550861564647576,395.702836407611,1,75,37.386852612024526,1,39,1,5,8,Add 1 extra doctor shift,1,15,1,5,2,39
36.03815769690172,199.72059680755183,0,72,69.38225811984404,1,35,1,5,7,Add 1 extra doctor shift,2,31,1,5,1,45
36.96794762709081,184.5143265058886,1,113,49.93209335923361,1,55,2,7,10,Prepare backup staff,2,32,2,4,0,36
21.62898233814999,287.87654894257446,0,32,50.97818603703219,1,24,1,6,7,Add 1 extra doctor shift,1,22,2,3,0,17
27.886246027973996,126.38886075277246,1,18,65.4525627203817,1,8,0,2,6,Normal staffing,0,13,0,3,2,36
22.549119309552854,382.48641438257886,0,43,85.53964350282486,1,33,1,5,8,Add 1 extra doctor shift,1,20,2,4,0,17
38.98827536926306,325.22075504544324,0,55,24.480444262603463,1,31,1,4,6,Add 1 extra doctor shift,2,30,2,4,1,47
33.71255879020627,81.29385080929083,1,87,77.73202661429053,1,42,2,8,9,Prepare backup staff,2,26,0,2,0,17
27.279756546758282,196.15327152472491,0,13,40.46681772885351,1,8,0,3,3,Normal staffing,0,7,0,1,0,32
21.39828370629252,357.6914076467576,0,39,51.07436181544645,1,19,0,2,3,Normal staffing,0,8,1,5,2,31
26.841611077744567,380.6562078019936,0,104,21.53393301425063,1,51,2,7,12,Prepare backup staff,2,28,0,1,0,36
27.154033084588434,213.5905289374544,1,111,41.073225448401914,0,53,2,7,9,Prepare backup staff,2,32,2,4,1,35
36.05133592343741,264.6939862237477,0,84,55.18418698410913,1,33,1,5,9,Add 1 extra doctor shift,1,15,2,3,2,38
34.02626436981469,108.46188113222632,0,108,23.93232541432073,1,49,2,7,11,Prepare backup staff,2,34,0,1,0,22
39.51868033667918,396.90901914794176,1,81,54.37670105682156,1,50,2,7,10,Prepare backup staff,0,8,2,4,2,52
30.388728353562882,131.08509548420517,1,12,84.89774402008992,0,7,0,3,3,Normal staffing,1,18,1,2,1,31
22.63107341064264,379.956120947294,1,23,27.377525267546368,1,16,0,3,4,Normal staffing,1,15,0,3,2,56
35.69138531890589,277.376327147329,0,69,73.5108509652853,0,33,1,6,8,Add 1 extra doctor shift,2,27,2,3,2,51
36.73727106957175,262.7078782076007,0,86,48.67697373631948,1,41,2,8,11,Prepare backup staff,2,29,0,1,1,44
32.348098346528914,229.440978855778,0,54,65.86216001670365,1,26,1,5,6,Add 1 extra doctor shift,2,30,1,5,1,48
36.96127795900034,130.73443410121553,1,105,38.21656185896606,0,47,2,7,11,Prepare backup staff,0,13,0,4,1,36
30.863503120016595,111.7848112019279,0,43,31.16445837789508,1,21,1,6,7,Add 1 extra doctor shift,2,33,2,4,2,56
31.50012224640387,127.17017317456137,0,54,31.232382998985848,0,17,0,4,3,Normal staffing,0,13,1,3,2,31
29.405902403888092,115.25339175048909,1,70,24.934436195020126,0,27,1,6,9,Add 1 extra doctor shift,2,25,1,5,0,22
20.559220788370094,322.85456574836365,1,92,32.99526934308701,1,34,1,5,6,Add 1 extra doctor shift,2,33,1,4,2,30
22.3736113938527,172.54384070835553,1,111,66.49535694922778,1,56,2,6,10,Prepare backup staff,2,32,2,3,1,45
20.691442085108154,70.24493679718873,1,25,81.71834282904555,1,14,0,2,3,Normal staffing,1,16,0,3,1,47
34.00102904780317,389.185920549284,1,75,76.98879799138132,1,47,2,6,9,Prepare backup staff,2,25,2,5,2,48
26.915831583679186,359.325059737199,0,49,67.95940169121388,0,22,1,4,7,Add 1 extra doctor shift,2,25,2,6,0,20
31.18855520562346,374.7132991183245,1,26,27.730230438777188,0,22,1,5,6,Add 1 extra doctor shift,1,20,1,3,1,24
39.96646242637405,398.21773792625237,0,43,40.24312124071649,1,28,1,4,6,Add 1 extra doctor shift,2,33,1,2,0,10
25.48442904127525,110.86333722682056,0,115,41.68648127257283,0,45,2,8,10,Prepare backup staff,0,11,2,4,1,39
29.028424306783855,188.68470661593057,1,25,37.49698624783349,0,9,0,4,5,Normal staffing,1,19,1,4,0,39
36.62212504794707,315.38346649643194,1,111,56.05039617968062,1,64,2,6,10,Prepare backup staff,2,26,0,3,1,32
25.033559640815696,293.6072163188273,1,69,57.48876704157708,0,44,2,8,9,Prepare backup staff,0,5,2,4,1,27
21.693558016233446,103.86356721894927,0,75,44.982018261977714,0,30,1,5,9,Add 1 extra doctor shift,1,16,2,4,1,25
26.374531964102896,335.5415937467162,1,75,44.76524111155052,1,43,2,6,12,Prepare backup staff,2,25,0,4,1,48
23.546868319588096,128.55420014283123,1,99,77.9988918534257,0,43,2,6,10,Prepare backup staff,2,27,0,2,0,26
40.453348351536604,128.33616518791808,1,22,75.250499382378,1,10,0,3,6,Normal staffing,0,10,1,3,2,41
37.77864835041717,237.94104801269475,1,65,41.54570821765219,0,44,2,8,9,Prepare backup staff,0,12,2,6,1,20
33.934882643229315,257.5289771945961,1,40,83.96519107112815,1,17,0,3,3,Normal staffing,1,17,0,2,2,32
39.17213298412979,253.03017274323392,0,43,86.69705119017543,0,22,1,5,7,Add 1 extra doctor shift,2,34,2,5,1,33
37.680785691780514,82.0203930892142,0,48,42.87197794210286,0,21,1,6,6,Add 1 extra doctor shift,1,23,2,4,2,55
24.104541295492787,357.11130192063314,0,76,44.80974641551384,1,47,2,7,11,Prepare backup staff,0,14,0,1,0,17
39.63629796677951,142.96001490604712,1,17,55.394390739537116,1,17,0,4,3,Normal staffing,0,9,1,4,2,40
31.865529322144315,95.33022244898146,1,96,85.87845687735715,1,35,1,6,7,Add 1 extra doctor shift,1,21,1,5,1,46
37.76368341360937,361.061827954142,1,87,81.34236031996181,1,46,2,7,11,Prepare backup staff,2,32,0,3,2,43
39.71400859831685,384.4780243804137,0,64,27.179757380851285,0,35,1,6,8,Add 1 extra doctor shift,2,27,1,5,2,37
26.996076449381007,351.74466604290774,1,36,47.49115202899914,0,25,1,5,9,Add 1 extra doctor shift,2,26,2,3,1,48
22.42114233960889,333.3306261537073,1,102,58.73598328248403,0,55,2,8,9,Prepare backup staff,2,26,2,3,1,22
25.014573575922718,279.3346932236576,1,112,55.2192730786078,1,47,2,6,10,Prepare backup staff,0,9,0,3,1,26
29.396371349777638,242.80007971319876,0,62,33.57041475558249,0,28,1,6,9,Add 1 extra doctor shift,2,25,1,3,1,47
37.99632485029485,80.44536596899354,1,48,80.11717398177083,0,26,1,6,9,Add 1 extra doctor shift,1,16,1,4,0,28
38.93607283163956,192.95862457474453,0,74,67.3858548097786,1,37,1,5,6,Add 1 extra doctor shift,1,23,1,4,2,33
20.152946871686197,180.4409809543099,1,26,78.65358623962625,1,18,0,4,3,Normal staffing,1,21,1,2,2,54
31.236440656706446,140.9138243161142,0,114,80.11349955446306,0,47,2,6,10,Prepare backup staff,2,30,2,6,2,45
29.18304206927314,303.1970397910047,0,39,72.38490975660179,1,22,1,4,9,Add 1 extra doctor shift,1,23,2,5,2,42
24.886371830356065,223.55650727756978,0,62,50.74474208748021,0,34,1,6,7,Add 1 extra doctor shift,2,31,1,3,0,29
22.63703808134102,78.36617556767678,1,22,62.73827285107972,0,13,0,4,6,Normal staffing,1,19,0,1,1,38
27.427533770879815,127.06412068243397,1,30,31.225578428382022,1,12,0,2,6,Normal staffing,0,13,1,4,0,14
40.74401348607542,289.1405672808586,0,28,67.15517922324354,0,12,0,3,6,Normal staffing,1,20,0,3,2,52
27.110464504456615,76.64580082160506,0,62,32.54772790174965,1,19,0,2,3,Normal staffing,0,10,1,3,2,34
31.413393678354055,347.922419917069,1,28,68.57647133571098,1,30,1,4,9,Add 1 extra doctor shift,1,18,2,5,2,49
35.46641709569391,223.301284454891,1,66,36.07187125277781,0,39,1,6,9,Add 1 extra doctor shift,2,25,2,5,0,33
27.999851252344467,218.2053020643268,0,34,28.228591010515398,0,18,0,4,6,Normal staffing,0,9,1,4,2,33
41.379205819861134,257.3427246308312,1,95,31.56991431000702,0,45,2,6,11,Prepare backup staff,2,33,2,5,1,21
41.17384048872645,338.63833807380223,1,40,20.13944946533492,1,24,1,5,6,Add 1 extra doctor shift,1,22,1,3,0,35
25.53921050815801,171.73322276576755,1,90,70.31177324974712,0,48,2,6,11,Prepare backup staff,0,12,0,3,2,42
30.93946712963248,287.30565339567227,1,64,71.26807343408655,1,45,2,6,9,Prepare backup staff,0,9,2,5,1,49
26.619322815968932,248.00618739852686,0,32,56.04533449392816,1,15,0,3,4,Normal staffing,1,23,0,3,1,35
26.26649087630429,143.45989455929748,1,41,31.29539607387686,0,28,1,4,8,Add 1 extra doctor shift,1,17,2,3,1,41
20.811512841799722,357.5204952243053,1,71,25.848803625748282,1,40,1,4,7,Add 1 extra doctor shift,1,17,1,3,2,31
33.41041534755773,329.0991075624248,0,83,21.33902765061009,0,40,1,6,9,Add 1 extra doctor shift,2,25,2,3,2,48
31.058938511034953,280.4581421304489,0,19,31.60237238756545,0,22,1,5,7,Add 1 extra doctor shift,2,33,1,2,2,46
21.132532527499766,347.7036051829847,1,109,82.35988744882027,0,55,2,8,10,Prepare backup staff,0,10,2,4,2,34
26.13022221320545,353.5529703359308,1,81,36.907578919117725,0,45,2,8,10,Prepare backup staff,2,26,0,1,2,54
39.98184949126638,297.9270418502622,1,63,44.7989929052051,0,36,1,5,7,Add 1 extra doctor shift,2,32,1,2,1,37
25.270361594673393,342.9546649272852,1,61,27.374183913693322,0,27,1,5,6,Add 1 extra doctor shift,1,23,1,2,0,37
23.187687186006908,294.11501158424926,0,29,35.56529133237192,0,20,0,2,5,Normal staffing,1,23,1,3,1,42
30.767960726106388,288.04927011610516,0,41,56.34571995461436,1,20,0,4,3,Normal staffing,0,6,0,3,0,30
41.68430999043322,266.5139823753145,0,23,62.542687816695675,0,8,0,3,3,Normal staffing,0,6,1,5,1,37
25.32521597325301,313.45082384517445,1,59,37.17466199163478,1,31,1,6,6,Add 1 extra doctor shift,2,31,1,5,1,27
34.786982042929324,105.5117868525758,1,37,24.041251145758203,1,17,0,4,4,Normal staffing,0,8,1,3,0,36
36.755631537231785,358.3047657196249,1,119,47.37230083891791,1,64,2,7,9,Prepare backup staff,0,5,0,4,2,44
25.228025967832792,355.1452347108312,1,62,36.39423596484339,0,31,1,4,8,Add 1 extra doctor shift,1,22,2,4,2,42
36.020759669460915,60.236549062095705,0,33,35.368774626086136,1,10,0,4,3,Normal staffing,0,6,1,3,2,42
28.09122891982357,339.0358626976669,0,88,87.19039618994186,1,44,2,7,12,Prepare backup staff,0,7,0,4,2,45
33.91072827305875,95.10445361570582,1,31,63.14103401480068,0,11,0,2,4,Normal staffing,0,9,0,1,0,31
33.93765363673968,167.29159899069967,0,39,58.98149102204671,0,16,0,4,6,Normal staffing,1,17,0,3,0,29
31.787043049644687,310.2278897020627,1,72,49.104257246632535,1,31,1,5,8,Add 1 extra doctor shift,2,31,2,6,0,22
21.98637494119698,106.26596361690787,1,13,50.0261033401101,0,15,0,4,5,Normal staffing,1,21,0,4,1,39
38.37665490296324,336.28845844167176,0,86,57.863350268665656,0,41,2,7,11,Prepare backup staff,2,26,0,4,0,11
27.05716142937819,341.2469622852097,1,68,68.75008649252752,0,38,1,5,8,Add 1 extra doctor shift,1,21,1,5,2,32
24.103407228796794,227.61370681629268,1,96,69.15022673272806,0,51,2,8,9,Prepare backup staff,2,30,2,4,0,24
20.897053114204805,52.235055100891756,0,17,32.01857353938147,1,4,0,4,4,Normal staffing,1,24,1,3,0,32
32.99964475014132,150.4633466112195,1,91,55.00789264536389,0,41,2,7,11,Prepare backup staff,0,13,0,3,1,38
34.90641596053021,265.9244214315098,1,21,48.837066652387136,0,12,0,2,6,Normal staffing,0,13,0,3,0,22
20.364932236412834,393.4151623095982,0,40,80.93688763885689,0,20,0,4,5,Normal staffing,0,6,0,4,2,34
31.266047282584182,271.13473445583395,1,87,64.19932448528635,1,39,1,5,7,Add 1 extra doctor shift,2,31,2,6,2,55
24.982907054354634,140.93125337245593,0,43,57.275284649118724,1,18,0,3,6,Normal staffing,0,9,0,4,2,51
34.193801389007895,271.901996084864,1,91,28.077624952524218,0,44,2,6,12,Prepare backup staff,0,10,2,5,2,35
23.836061438109812,238.9948829005494,0,107,62.3946522526388,0,50,2,6,12,Prepare backup staff,2,25,0,4,2,43
35.20063023825425,322.94588830290024,0,84,28.20427339761634,1,37,1,4,6,Add 1 extra doctor shift,2,31,1,2,2,33
28.508177618611825,87.44322358943543,0,114,43.60446028960264,0,49,2,8,11,Prepare backup staff,2,30,0,3,2,51
40.60805975220816,316.3597658757098,1,85,29.99893753700323,0,47,2,7,9,Prepare backup staff,2,28,0,1,2,48
23.02546077121185,239.44330253663858,0,58,68.44515529170582,1,26,1,5,9,Add 1 extra doctor shift,2,25,2,6,0,32
27.503459723105685,387.04720135064815,0,88,34.43764796853068,0,40,1,5,6,Add 1 extra doctor shift,2,33,1,3,1,26
22.49641746729296,169.65525811354013,0,66,47.43015612316182,0,31,1,4,6,Add 1 extra doctor shift,2,28,1,2,2,33
40.343259602128384,271.4176625968819,0,104,82.6972344333145,1,47,2,7,9,Prepare backup staff,2,26,0,3,0,11
39.30146577438158,376.2098369285061,0,102,34.30214683792792,1,51,2,8,11,Prepare backup staff,0,12,0,1,2,56
25.674715809733424,85.87840479673774,1,35,55.54635447711454,0,26,1,4,9,Add 1 extra doctor shift,2,26,1,4,2,36
34.51964901275194,378.0299705327579,1,27,49.349016281621545,1,23,1,4,9,Add 1 extra doctor shift,1,19,1,5,0,12
37.97888840442675,290.76000280528467,1,105,21.26868287320108,0,49,2,6,11,Prepare backup staff,0,10,2,3,1,34
32.214417855188174,73.74297068681017,1,95,75.4930679500969,0,38,1,4,6,Add 1 extra doctor shift,2,32,2,4,1,20
31.652312723832143,155.3372484313857,1,47,24.83321344202198,0,21,1,6,6,Add 1 extra doctor shift,2,25,2,3,1,21
25.32075039980994,297.8602310258485,1,90,53.19785146838675,1,39,1,5,7,Add 1 extra doctor shift,1,15,1,3,0,19
22.048260891729782,73.5727105140701,1,96,59.2474806457265,1,47,2,8,10,Prepare backup staff,2,28,2,5,0,25
39.738746674973186,253.75966106169565,0,97,63.989851963021096,0,33,1,5,7,Add 1 extra doctor shift,1,19,1,5,1,44
39.80919725759327,171.05906993353486,1,59,68.20421405155129,0,33,1,6,8,Add 1 extra doctor shift,2,33,2,6,1,47
33.928232060011894,267.320431218617,0,17,37.72906684659006,1,9,0,2,6,Normal staffing,0,11,1,3,1,34
27.458655403071415,66.0097118343795,0,50,20.698514366091455,1,19,0,2,4,Normal staffing,1,21,0,3,0,33
27.68261064147854,355.0378821533317,1,15,70.64105636484385,1,13,0,4,6,Normal staffing,1,22,0,4,1,34
35.971024935145266,390.72113921208893,0,78,57.495961954330504,0,48,2,8,12,Prepare backup staff,0,9,0,3,0,23
39.736425718956696,389.107249349992,0,53,78.52823922450742,1,31,1,5,9,Add 1 extra doctor shift,1,19,2,4,2,51
39.51590133383258,312.37814111002365,0,73,77.4971854030486,1,40,1,6,8,Add 1 extra doctor shift,1,15,1,3,2,43
37.157262008867725,95.5301840457212,0,38,79.03283174515182,0,24,1,6,8,Add 1 extra doctor shift,2,33,1,2,2,35
34.12469621539433,315.3921185751579,1,37,53.95662619856781,0,26,1,5,8,Add 1 extra doctor shift,2,30,1,5,0,23
21.851079229891074,58.60542076058053,1,20,43.3539877085806,0,6,0,3,5,Normal staffing,0,13,1,5,1,36
23.555831710081502,57.743243035149035,1,74,75.40907418139591,1,32,1,5,7,Add 1 extra doctor shift,1,17,1,2,0,27
39.76819214759574,163.26357670233944,1,116,51.590587912047845,0,49,2,8,9,Prepare backup staff,2,29,0,2,0,29
33.34143931251098,221.02511664163302,1,28,32.840953748240416,0,17,0,3,3,Normal staffing,1,16,1,3,0,28
20.202335135565853,319.6425962327276,1,18,79.8481813693032,0,17,0,2,3,Normal staffing,0,14,0,2,2,59
22.232373943052707,289.15338181227685,1,36,81.77919137406431,0,23,1,4,7,Add 1 extra doctor shift,1,19,1,3,1,36
34.59703892037723,206.0659472318619,1,43,52.64168292981191,1,27,1,4,6,Add 1 extra doctor shift,1,22,2,5,2,45
20.111354844616812,145.76933319858307,1,53,25.29898091168512,0,30,1,6,7,Add 1 extra doctor shift,2,26,1,5,2,37
23.53777713118497,398.9935750551989,1,77,47.14782629418519,1,43,2,6,10,Prepare backup staff,2,32,0,4,2,36
32.07214336606489,199.16345578259052,0,109,76.24763616238224,1,50,2,8,10,Prepare backup staff,0,8,2,4,0,29
35.22169434923925,207.98545851538643,1,91,83.124181998236,1,41,2,8,9,Prepare backup staff,0,14,2,4,2,57
34.34314770905721,107.26833741708421,0,24,34.24309197483171,0,18,0,2,6,Normal staffing,1,24,0,2,1,31
24.933924808132314,328.1833420624753,0,60,24.688152841769007,1,29,1,5,6,Add 1 extra doctor shift,1,15,1,5,2,38
35.667942869645785,292.788779023521,0,22,81.41453171929871,0,22,1,6,6,Add 1 extra doctor shift,1,19,2,6,0,36
25.2194799249296,127.26936447606614,0,92,47.25834572852127,0,32,1,4,8,Add 1 extra doctor shift,1,15,2,4,1,33
27.15879335950389,78.83336596554494,1,58,57.92326749872943,0,26,1,6,7,Add 1 extra doctor shift,2,31,2,5,2,49
36.42281091259653,288.17475572614956,0,79,87.76460684355312,1,37,1,5,9,Add 1 extra doctor shift,1,22,1,2,1,20
34.291923779038726,279.0789249983973,1,65,24.6595309539956,0,37,1,5,8,Add 1 extra doctor shift,2,27,2,3,0,19
38.68291503087191,145.64083444937324,1,85,65.38226052164669,0,44,2,6,12,Prepare backup staff,2,27,0,1,2,46
34.46748363060755,382.80224678764364,0,60,25.187379580240695,0,27,1,6,9,Add 1 extra doctor shift,1,21,2,6,0,26
32.50278927338037,102.87026212331509,1,46,46.28282499265502,1,18,0,4,4,Normal staffing,0,8,0,4,0,26
22.060844892218036,201.31718036491068,0,26,76.26701816354128,1,8,0,4,3,Normal staffing,0,7,1,2,0,13
28.089747667307538,380.2655720586596,0,67,50.34305629289441,1,42,2,8,10,Prepare backup staff,0,12,2,3,1,36
25.83445208899796,196.9045609241428,1,96,89.80276477320653,0,47,2,6,10,Prepare backup staff,0,7,2,5,0,27
25.36777215433984,273.48408168243,1,99,59.134149946262156,1,44,2,7,11,Prepare backup staff,0,11,0,4,0,29
41.4062322045538,189.158039286978,0,38,42.48135068451674,0,17,0,2,4,Normal staffing,1,16,0,4,1,42
28.64814994266873,145.97532082203452,1,42,35.40779281333272,0,29,1,6,6,Add 1 extra doctor shift,1,15,2,3,1,21
